,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk
506,74,male,3,own,little,NA,4526,24,business,good
507,50,female,2,free,moderate,moderate,2671,36,radio/TV,bad
508,33,male,2,own,little,NA,2051,18,radio/TV,good
509,45,male,2,free,NA,NA,1300,15,car,good
510,22,female,2,own,moderate,little,741,12,domestic appliances,bad
511,48,female,1,free,moderate,rich,1240,10,car,bad
512,29,female,2,own,rich,little,3357,21,radio/TV,good
513,22,female,2,rent,little,little,3632,24,car,good
514,22,female,2,own,little,NA,1808,18,furniture/equipment,bad
515,48,male,3,own,NA,moderate,12204,48,business,good
516,27,male,3,free,NA,moderate,9157,60,radio/TV,good
517,37,male,2,rent,little,little,3676,6,car,good
518,21,female,2,rent,moderate,moderate,3441,30,furniture/equipment,bad
519,49,male,1,own,little,NA,640,12,car,good
520,27,male,2,own,little,moderate,3652,21,business,good
521,32,male,2,own,little,NA,1530,18,car,bad
522,38,male,2,own,NA,NA,3914,48,business,bad
523,22,female,2,rent,little,little,1858,12,furniture/equipment,good
524,65,male,2,free,little,little,2600,18,radio/TV,bad
525,35,male,2,own,NA,NA,1979,15,radio/TV,good
526,41,male,2,own,little,rich,2116,6,furniture/equipment,good
527,29,male,2,own,moderate,moderate,1437,9,car,bad
528,36,male,2,own,quite rich,NA,4042,42,furniture/equipment,good
529,64,male,1,own,NA,NA,3832,9,education,good
530,28,female,2,own,little,little,3660,24,radio/TV,good
531,44,male,2,own,little,little,1553,18,furniture/equipment,bad
532,23,male,2,own,NA,moderate,1444,15,radio/TV,good
533,19,female,2,rent,little,NA,1980,9,furniture/equipment,bad
534,25,female,1,own,little,moderate,1355,24,car,bad
535,47,male,2,own,little,NA,1393,12,education,good
536,28,female,2,own,quite rich,NA,1376,24,radio/TV,good
537,21,male,2,own,little,NA,15653,60,radio/TV,good
538,34,female,2,own,little,NA,1493,12,radio/TV,good
539,26,male,2,own,little,little,4370,42,radio/TV,bad
540,27,female,0,own,little,little,750,18,education,bad
541,38,male,1,own,little,moderate,1308,15,repairs,good
542,40,male,3,own,moderate,NA,4623,15,education,bad
543,33,male,2,own,little,NA,1851,24,radio/TV,good
544,32,male,3,own,little,little,1880,18,radio/TV,good
545,27,male,2,rent,NA,NA,7980,36,business,bad
546,32,male,2,own,little,little,4583,30,furniture/equipment,good
547,26,female,2,own,quite rich,NA,1386,12,car,bad
548,38,male,2,free,little,rich,947,24,car,bad
549,40,male,1,rent,little,little,684,12,education,bad
550,50,male,3,free,little,little,7476,48,education,good
551,37,male,1,own,little,moderate,1922,12,furniture/equipment,bad
552,45,male,2,own,little,little,2303,24,car,bad
553,42,male,3,own,moderate,moderate,8086,36,car,bad
554,35,male,2,own,little,NA,2346,24,car,good
555,22,male,2,free,little,little,3973,14,car,good
556,41,male,1,own,little,moderate,888,12,car,bad
557,37,male,2,own,NA,NA,10222,48,radio/TV,good
558,28,female,2,own,little,moderate,4221,30,business,good
559,41,male,2,own,little,moderate,6361,18,furniture/equipment,good
560,23,male,2,rent,little,rich,1297,12,radio/TV,good
561,23,male,2,own,NA,little,900,12,car,bad
562,50,male,2,own,little,NA,2241,21,furniture/equipment,good
563,35,male,3,own,little,moderate,1050,6,furniture/equipment,good
564,50,female,1,own,little,rich,1047,6,education,good
565,27,male,3,own,little,NA,6314,24,vacation/others,good
566,34,male,2,own,rich,moderate,3496,30,furniture/equipment,good
567,27,female,2,own,little,NA,3609,48,business,good
568,43,male,2,rent,little,little,4843,12,car,bad
569,47,male,2,own,little,rich,3017,30,radio/TV,good
570,27,male,1,own,moderate,NA,4139,24,business,good
571,31,male,2,own,moderate,NA,5742,36,business,good
572,42,male,3,own,little,NA,10366,60,car,good
573,24,male,2,own,quite rich,NA,2080,6,car,good
574,41,male,1,own,quite rich,NA,2580,21,business,bad
575,26,female,3,rent,little,NA,4530,30,radio/TV,good
576,33,male,2,own,little,NA,5150,24,furniture/equipment,good
577,24,male,2,own,moderate,moderate,5595,72,radio/TV,bad
578,64,male,1,rent,little,little,2384,24,radio/TV,good
579,26,female,2,own,little,NA,1453,18,radio/TV,good
580,56,female,2,own,little,NA,1538,6,education,good
581,37,male,2,free,NA,NA,2279,12,radio/TV,good
582,33,male,2,own,little,NA,1478,15,radio/TV,good
583,47,male,2,free,little,NA,5103,24,radio/TV,good
584,31,male,1,own,moderate,moderate,9857,36,business,good
585,34,male,2,free,NA,NA,6527,60,car,good
586,27,male,2,own,NA,rich,1347,10,radio/TV,good
587,30,male,2,free,moderate,moderate,2862,36,car,good
588,35,male,2,own,moderate,NA,2753,9,radio/TV,good
589,31,male,2,own,rich,little,3651,12,car,good
590,25,male,2,own,little,little,975,15,furniture/equipment,good
591,25,female,1,own,moderate,moderate,2631,15,repairs,good
592,29,male,2,own,moderate,moderate,2896,24,radio/TV,good
593,44,male,1,own,NA,little,4716,6,car,good
594,28,male,2,own,little,NA,2284,24,radio/TV,good
595,50,male,2,rent,quite rich,NA,1236,6,car,good
596,29,male,2,own,little,moderate,1103,12,radio/TV,good
597,38,female,0,own,little,NA,926,12,car,good
598,24,male,2,own,little,NA,1800,18,radio/TV,good
599,40,male,3,rent,little,rich,1905,15,education,good
600,29,female,1,rent,quite rich,NA,1123,12,furniture/equipment,bad
601,46,male,2,free,little,little,6331,48,car,bad
602,47,female,2,free,moderate,rich,1377,24,radio/TV,good
603,41,male,2,own,moderate,moderate,2503,30,business,good
604,32,female,2,own,little,moderate,2528,27,business,good
605,35,female,2,free,quite rich,NA,5324,15,car,good
606,24,male,2,own,moderate,moderate,6560,48,car,bad
607,25,female,2,rent,little,moderate,2969,12,furniture/equipment,bad
608,25,female,2,own,little,moderate,1206,9,radio/TV,good
609,37,male,1,own,little,moderate,2118,9,radio/TV,good
610,32,male,3,own,quite rich,NA,629,18,radio/TV,good
611,35,female,2,free,little,little,1198,6,education,bad
612,46,male,3,own,NA,NA,2476,21,car,good
613,25,male,1,own,little,little,1138,9,radio/TV,good
614,27,male,3,own,little,moderate,14027,60,car,bad
615,63,male,2,own,NA,NA,7596,30,car,good
616,40,male,2,own,NA,NA,3077,30,radio/TV,good
617,32,male,3,free,little,NA,1505,18,radio/TV,good
618,31,male,2,own,NA,rich,3148,24,radio/TV,good
619,31,male,2,own,moderate,moderate,6148,20,car,good
620,34,male,3,own,little,rich,1337,9,radio/TV,bad
621,24,female,2,rent,rich,moderate,433,6,education,bad
622,24,female,1,own,little,little,1228,12,car,bad
623,66,female,1,own,quite rich,moderate,790,9,radio/TV,good
624,21,female,2,rent,little,NA,2570,27,car,bad
625,41,female,1,own,rich,NA,250,6,car,good
626,47,male,1,own,quite rich,NA,1316,15,radio/TV,good
627,25,female,2,rent,little,little,1882,18,radio/TV,bad
628,59,female,2,rent,little,moderate,6416,48,business,bad
629,36,male,2,own,rich,rich,1275,24,business,good
630,33,male,2,own,little,moderate,6403,24,radio/TV,good
631,21,male,1,rent,little,little,1987,24,radio/TV,bad
632,44,female,1,own,little,moderate,760,8,radio/TV,good
633,28,female,2,rent,rich,NA,2603,24,car,good
634,37,female,2,own,little,NA,3380,4,car,good
635,29,female,0,own,NA,moderate,3990,36,domestic appliances,good
636,23,female,3,rent,little,moderate,11560,24,car,bad
637,35,male,1,own,moderate,little,4380,18,car,good
638,45,male,3,own,little,NA,6761,6,car,good
639,26,female,1,rent,moderate,moderate,4280,30,business,bad
640,32,male,2,own,moderate,little,2325,24,car,good
641,23,male,1,own,little,moderate,1048,10,radio/TV,good
642,41,male,2,own,NA,NA,3160,21,radio/TV,good
643,22,male,2,own,quite rich,little,2483,24,furniture/equipment,good
644,30,male,3,own,NA,little,14179,39,furniture/equipment,good
645,28,male,1,own,little,little,1797,13,business,good
646,23,female,2,rent,little,little,2511,15,car,good
647,37,female,1,own,little,little,1274,12,car,bad
648,26,male,2,own,NA,NA,5248,21,car,good
649,33,male,2,own,little,NA,3029,15,car,good
650,49,female,2,own,little,little,428,6,furniture/equipment,good
651,23,female,1,own,little,little,976,18,car,bad
652,23,female,1,rent,moderate,moderate,841,12,business,good
653,25,female,2,own,little,NA,5771,30,radio/TV,good
654,55,male,2,free,rich,NA,1555,12,repairs,bad
655,32,female,2,rent,NA,little,1285,24,car,bad
656,74,male,0,own,little,rich,1299,6,car,good
657,39,male,2,free,NA,rich,1271,15,radio/TV,bad
658,31,male,2,own,little,NA,1393,24,car,good
659,35,male,2,own,little,little,691,12,car,bad
660,59,female,2,own,NA,NA,5045,15,car,good
661,24,female,2,rent,little,little,2124,18,furniture/equipment,bad
662,24,male,1,own,little,little,2214,12,radio/TV,good
663,30,male,3,free,NA,NA,12680,21,car,bad
664,27,male,2,own,moderate,NA,2463,24,car,good
665,40,male,1,own,little,moderate,1155,12,radio/TV,good
666,31,male,1,own,little,little,3108,30,furniture/equipment,bad
667,31,female,2,rent,NA,NA,2901,10,car,good
668,28,male,2,rent,little,moderate,3617,12,furniture/equipment,good
669,63,male,1,own,little,NA,1655,12,radio/TV,good
670,26,female,2,rent,NA,little,2812,24,car,good
671,25,female,3,own,little,little,8065,36,education,bad
672,36,male,3,own,little,NA,3275,21,car,good
673,52,male,2,own,moderate,NA,2223,24,radio/TV,good
674,66,male,0,free,quite rich,rich,1480,12,car,good
675,25,female,2,rent,NA,little,1371,24,car,bad
676,37,male,2,own,little,NA,3535,36,car,good
677,25,female,2,own,little,little,3509,18,radio/TV,good
678,38,male,3,own,rich,NA,5711,36,car,good
679,67,female,2,own,little,moderate,3872,18,repairs,good
680,25,male,2,own,little,moderate,4933,39,radio/TV,bad
681,60,male,2,own,rich,NA,1940,24,car,good
682,31,male,1,own,little,moderate,1410,12,education,good
683,23,female,1,own,moderate,moderate,836,12,car,bad
684,60,male,3,own,NA,moderate,6468,20,car,good
685,35,male,1,own,rich,moderate,1941,18,business,good
686,40,male,2,own,quite rich,NA,2675,22,radio/TV,good
687,38,male,2,own,NA,NA,2751,48,car,good
688,50,male,2,free,little,moderate,6224,48,education,bad
689,27,male,2,own,little,little,5998,40,education,bad
690,39,female,2,own,little,moderate,1188,21,business,bad
691,41,male,3,own,NA,NA,6313,24,car,good
692,27,male,2,own,NA,NA,1221,6,furniture/equipment,good
693,51,male,2,free,little,rich,2892,24,furniture/equipment,good
694,32,male,2,rent,quite rich,NA,3062,24,furniture/equipment,good
695,22,female,2,rent,moderate,NA,2301,9,furniture/equipment,good
696,51,male,2,free,NA,little,7511,18,car,bad
697,22,female,1,rent,little,NA,1258,12,furniture/equipment,good
698,54,male,2,own,NA,NA,717,24,car,good
699,35,male,0,own,NA,moderate,1549,9,car,good
700,54,male,2,free,little,NA,1597,24,education,good
701,48,female,1,rent,little,moderate,1795,18,radio/TV,good
702,24,female,2,own,little,little,4272,20,furniture/equipment,good
703,35,male,2,own,NA,NA,976,12,radio/TV,good
704,24,female,0,rent,NA,moderate,7472,12,car,good
705,24,male,2,own,little,little,9271,36,car,bad
706,26,male,1,own,little,moderate,590,6,radio/TV,good
707,65,male,2,own,NA,NA,930,12,radio/TV,good
708,55,male,3,free,little,moderate,9283,42,car,good
709,26,female,0,rent,little,moderate,1778,15,car,bad
710,26,male,2,own,little,moderate,907,8,business,good
711,28,male,1,own,little,moderate,484,6,radio/TV,good
712,24,male,2,own,little,little,9629,36,car,bad
713,54,male,2,own,little,little,3051,48,domestic appliances,bad
714,46,male,2,free,little,little,3931,48,car,bad
715,54,female,2,rent,little,moderate,7432,36,car,good
716,62,male,2,own,quite rich,NA,1338,6,domestic appliances,good
717,24,female,2,rent,little,NA,1554,6,radio/TV,good
718,43,male,3,own,little,little,15857,36,vacation/others,good
719,26,male,2,own,little,little,1345,18,radio/TV,bad
720,27,male,2,own,little,NA,1101,12,car,good
721,24,male,2,own,little,rich,3016,12,radio/TV,good
722,41,male,2,own,little,little,2712,36,furniture/equipment,bad
723,47,male,1,own,little,little,731,8,car,good
724,35,male,3,own,little,NA,3780,18,furniture/equipment,good
725,30,male,2,own,little,little,1602,21,car,good
726,33,female,2,rent,little,little,3966,18,car,bad
727,36,male,2,own,little,NA,4165,18,business,bad
728,47,male,2,free,NA,little,8335,36,car,bad
729,38,male,2,free,NA,moderate,6681,48,business,good
730,44,male,2,own,quite rich,NA,2375,24,business,good
731,23,female,2,rent,little,little,1216,18,car,bad
732,29,male,2,rent,little,little,11816,45,business,bad
733,42,female,2,own,NA,moderate,5084,24,radio/TV,good
734,25,female,1,own,little,rich,2327,15,radio/TV,bad
735,48,male,2,own,little,little,1082,12,car,bad
736,21,female,2,own,NA,NA,886,12,radio/TV,good
737,23,female,1,rent,little,NA,601,4,furniture/equipment,good
738,63,male,2,own,little,little,2957,24,car,good
739,46,male,2,own,little,NA,2611,24,radio/TV,good
740,29,male,2,own,little,little,5179,36,furniture/equipment,bad
741,28,male,1,own,little,NA,2993,21,car,good
742,23,female,2,own,little,NA,1943,18,repairs,bad
743,50,male,2,own,little,NA,1559,24,business,good
744,47,male,2,own,little,NA,3422,18,furniture/equipment,good
745,35,male,2,own,NA,moderate,3976,21,furniture/equipment,good
746,68,male,2,rent,NA,NA,6761,18,car,bad
747,28,male,2,own,little,NA,1249,24,car,good
748,59,male,2,own,little,little,1364,9,radio/TV,good
749,57,male,1,own,little,little,709,12,radio/TV,bad
750,33,male,2,rent,little,little,2235,20,car,bad
751,43,male,2,own,NA,NA,4042,24,car,good
752,35,male,2,free,little,NA,1471,15,radio/TV,good
753,32,male,1,free,little,little,1442,18,car,bad
754,45,male,2,own,little,NA,10875,36,car,good
755,33,male,2,own,moderate,NA,1474,24,car,good
756,40,female,2,own,NA,NA,894,10,education,good
757,28,male,2,free,little,NA,3343,15,furniture/equipment,good
758,29,female,2,own,little,little,3959,15,car,bad
759,26,male,2,rent,moderate,NA,3577,9,car,good
760,27,male,2,own,rich,NA,5804,24,car,good
761,28,male,2,own,little,NA,2169,18,business,bad
762,35,female,2,own,little,little,2439,24,radio/TV,bad
763,32,male,1,own,rich,NA,4526,27,furniture/equipment,good
764,25,male,1,rent,little,NA,2210,10,furniture/equipment,bad
765,20,female,2,rent,quite rich,NA,2221,15,furniture/equipment,good
766,27,female,2,own,little,little,2389,18,radio/TV,good
767,42,male,2,own,little,NA,3331,12,furniture/equipment,good
768,37,male,2,own,NA,NA,7409,36,business,good
769,24,female,2,rent,little,little,652,12,furniture/equipment,good
770,40,female,2,own,quite rich,NA,7678,36,furniture/equipment,good
771,46,male,2,own,little,rich,1343,6,car,good
772,26,male,2,own,moderate,little,1382,24,business,good
773,24,female,2,own,NA,NA,874,15,domestic appliances,good
774,29,male,1,own,little,little,3590,12,furniture/equipment,good
775,40,female,2,own,rich,moderate,1322,11,car,good
776,36,male,3,free,little,little,1940,18,radio/TV,good
777,28,male,2,own,little,NA,3595,36,radio/TV,good
778,27,male,3,free,little,little,1422,9,car,bad
779,36,male,2,own,NA,NA,6742,30,radio/TV,good
780,38,male,3,own,little,NA,7814,24,car,good
781,48,male,2,free,NA,NA,9277,24,car,good
782,36,male,2,own,NA,moderate,2181,30,car,good
783,65,female,0,own,little,NA,1098,18,radio/TV,good
784,43,male,2,own,little,moderate,4057,24,furniture/equipment,bad
785,53,female,2,own,little,little,795,12,education,bad
786,34,male,2,own,NA,moderate,2825,24,business,good
787,23,male,2,own,little,moderate,15672,48,business,bad
788,34,male,3,own,little,NA,6614,36,car,good
789,40,male,2,rent,NA,NA,7824,28,car,good
790,43,male,3,own,little,little,2442,27,business,good
791,46,male,2,own,little,NA,1829,15,radio/TV,good
792,38,male,1,own,little,little,2171,12,car,good
793,34,male,2,own,little,moderate,5800,36,car,good
794,29,male,2,own,NA,NA,1169,18,radio/TV,good
795,31,male,3,own,NA,NA,8947,36,car,good
796,28,female,3,rent,little,little,2606,21,radio/TV,good
797,35,female,2,own,rich,NA,1592,12,furniture/equipment,good
798,33,female,1,rent,NA,NA,2186,15,furniture/equipment,good
799,42,male,2,own,little,little,4153,18,furniture/equipment,bad
800,27,female,2,rent,NA,moderate,1924,18,furniture/equipment,bad
801,30,male,2,own,little,little,2121,12,car,good
802,40,male,1,own,little,little,701,12,radio/TV,good
803,30,male,2,own,little,moderate,639,12,repairs,bad
804,34,male,3,own,little,moderate,1860,12,car,good
805,29,female,2,own,little,little,3499,12,car,bad
806,24,female,2,own,NA,moderate,8487,48,car,good
807,29,male,2,own,little,little,6887,36,education,bad
808,27,male,1,own,little,NA,2708,15,furniture/equipment,good
809,47,male,2,free,little,NA,1984,18,furniture/equipment,good
810,21,female,2,own,moderate,NA,10144,60,radio/TV,good
811,38,female,2,own,NA,NA,1240,12,radio/TV,good
812,27,male,2,own,rich,NA,8613,27,car,good
813,66,male,1,own,quite rich,moderate,766,12,radio/TV,bad
814,35,male,2,own,NA,moderate,2728,15,radio/TV,good
815,44,female,1,rent,little,rich,1881,12,radio/TV,good
816,27,male,0,own,rich,rich,709,6,car,good
817,30,female,3,own,little,moderate,4795,36,radio/TV,good
818,27,male,3,own,little,little,3416,27,radio/TV,good
819,22,male,2,own,little,little,2462,18,furniture/equipment,bad
820,23,female,2,own,little,NA,2288,21,furniture/equipment,good
821,30,male,2,own,moderate,moderate,3566,48,business,good
822,39,female,2,own,little,little,860,6,car,good
823,51,female,2,own,moderate,NA,682,12,car,good
824,28,male,2,own,little,little,5371,36,furniture/equipment,good
825,46,male,2,own,rich,NA,1582,18,radio/TV,good
826,42,male,2,free,moderate,NA,1346,6,radio/TV,good
827,38,male,2,own,little,NA,1924,10,radio/TV,good
828,24,male,2,own,little,rich,5848,36,radio/TV,good
829,29,female,2,rent,rich,moderate,7758,24,car,good
830,36,male,3,rent,moderate,moderate,6967,24,business,good
831,20,female,2,rent,little,little,1282,12,furniture/equipment,bad
832,48,male,2,own,moderate,little,1288,9,repairs,good
833,45,male,1,own,little,little,339,12,education,good
834,38,male,2,own,moderate,moderate,3512,24,car,good
835,34,male,1,own,NA,NA,1898,6,radio/TV,good
836,36,male,2,own,moderate,NA,2872,24,radio/TV,good
837,30,female,2,own,little,NA,1055,18,car,good
838,36,male,2,own,quite rich,NA,1262,15,domestic appliances,good
839,70,male,3,free,little,moderate,7308,10,car,good
840,36,male,2,own,quite rich,NA,909,36,car,good
841,32,male,2,own,quite rich,NA,2978,6,furniture/equipment,good
842,33,female,2,own,little,little,1131,18,furniture/equipment,bad
843,20,female,2,own,rich,moderate,1577,11,furniture/equipment,good
844,25,female,2,rent,little,NA,3972,24,furniture/equipment,good
845,31,male,2,own,little,moderate,1935,24,business,bad
846,33,male,2,rent,little,little,950,15,car,bad
847,26,female,2,own,little,NA,763,12,furniture/equipment,good
848,34,female,3,own,little,moderate,2064,24,furniture/equipment,bad
849,33,male,2,own,little,moderate,1414,8,radio/TV,good
850,26,male,2,own,little,little,3414,21,education,bad
851,53,female,3,own,NA,NA,7485,30,car,bad
852,42,male,2,own,little,little,2577,12,furniture/equipment,good
853,52,male,2,own,quite rich,little,338,6,radio/TV,good
854,31,male,3,rent,little,NA,1963,12,radio/TV,good
855,65,male,2,own,little,little,571,21,car,good
856,28,male,2,own,little,NA,9572,36,business,bad
857,30,male,3,own,little,moderate,4455,36,business,bad
858,40,male,1,own,NA,little,1647,21,car,bad
859,50,male,2,own,rich,NA,3777,24,furniture/equipment,good
860,36,male,2,own,little,moderate,884,18,car,bad
861,31,male,2,own,little,NA,1360,15,radio/TV,good
862,74,female,3,free,little,moderate,5129,9,car,bad
863,68,male,0,free,little,moderate,1175,16,car,good
864,20,male,2,own,moderate,little,674,12,radio/TV,bad
865,33,female,2,own,little,moderate,3244,18,furniture/equipment,good
866,54,male,3,own,rich,NA,4591,24,business,bad
867,34,male,1,free,moderate,moderate,3844,48,business,bad
868,36,male,2,own,little,moderate,3915,27,business,bad
869,29,male,2,rent,little,NA,2108,6,radio/TV,good
870,21,male,2,rent,moderate,moderate,3031,45,radio/TV,bad
871,34,female,3,own,little,moderate,1501,9,education,bad
872,28,female,2,own,little,NA,1382,6,radio/TV,good
873,27,female,2,rent,moderate,moderate,951,12,furniture/equipment,bad
874,36,male,2,free,NA,moderate,2760,24,car,good
875,40,male,3,own,little,moderate,4297,18,furniture/equipment,bad
876,52,male,2,own,quite rich,NA,936,9,education,good
877,27,male,1,own,little,little,1168,12,car,good
878,26,male,2,own,little,NA,5117,27,business,good
879,21,male,2,rent,little,little,902,12,education,bad
880,38,male,1,own,little,NA,1495,12,car,good
881,38,male,3,free,little,little,10623,30,car,good
882,43,male,2,own,little,NA,1935,12,furniture/equipment,good
883,26,male,2,own,little,moderate,1424,12,domestic appliances,good
884,21,male,1,own,little,little,6568,24,business,good
885,55,male,2,own,rich,NA,1413,12,car,good
886,33,male,2,own,NA,NA,3074,9,radio/TV,good
887,45,female,1,own,NA,NA,3835,36,radio/TV,good
888,50,male,2,own,little,little,5293,27,business,bad
889,66,male,3,own,little,rich,1908,30,business,bad
890,51,male,2,own,NA,NA,3342,36,radio/TV,good
891,39,female,1,own,NA,moderate,932,6,education,good
892,31,male,2,own,little,little,3104,18,business,good
893,23,male,2,own,little,rich,3913,36,radio/TV,good
894,24,male,1,rent,little,little,3021,24,furniture/equipment,good
895,64,female,2,own,little,NA,1364,10,car,good
896,26,male,1,own,little,moderate,625,12,radio/TV,good
897,23,female,2,rent,NA,little,1200,12,education,good
898,30,male,2,own,little,NA,707,12,radio/TV,good
899,32,male,2,own,NA,NA,2978,24,business,good
900,30,male,2,own,little,NA,4657,15,car,good
901,27,male,2,own,little,NA,2613,36,repairs,good
902,27,male,2,own,rich,moderate,10961,48,radio/TV,bad
903,53,male,3,free,little,little,7865,12,furniture/equipment,bad
904,22,male,2,own,little,NA,1478,9,radio/TV,bad
905,22,male,2,free,little,little,3149,24,furniture/equipment,good
906,26,male,2,own,little,rich,4210,36,radio/TV,bad
907,51,male,1,free,quite rich,NA,2507,9,car,good
908,35,male,2,own,moderate,NA,2141,12,radio/TV,good
909,25,male,1,own,little,moderate,866,18,radio/TV,good
910,42,male,1,own,little,NA,1544,4,radio/TV,good
911,30,male,3,own,little,little,1823,24,radio/TV,bad
912,23,male,0,own,NA,moderate,14555,6,car,bad
913,61,male,1,rent,moderate,moderate,2767,21,business,bad
914,35,female,2,own,little,NA,1291,12,radio/TV,good
915,39,male,2,own,little,little,2522,30,radio/TV,good
916,29,female,2,own,NA,little,915,24,car,bad
917,51,male,2,own,little,NA,1595,6,radio/TV,good
918,24,male,2,free,little,little,4605,48,car,bad
919,27,female,2,own,little,NA,1185,12,business,good
920,35,female,1,own,quite rich,NA,3447,12,education,good
921,25,male,2,own,little,NA,1258,24,business,good
922,52,male,2,own,little,NA,717,12,radio/TV,good
923,35,male,2,rent,moderate,NA,1204,6,car,good
924,26,male,2,own,little,rich,1925,24,furniture/equipment,good
925,22,female,2,rent,little,NA,433,18,radio/TV,bad
926,39,female,1,own,rich,little,666,6,car,good
927,46,female,1,own,little,rich,2251,12,furniture/equipment,good
928,24,female,2,own,little,moderate,2150,30,car,bad
929,35,male,2,own,moderate,NA,4151,24,furniture/equipment,good
930,24,male,2,own,NA,moderate,2030,9,furniture/equipment,good
931,27,male,1,own,NA,moderate,7418,60,radio/TV,good
932,35,male,1,own,little,NA,2684,24,radio/TV,good
933,29,male,2,free,little,little,2149,12,radio/TV,bad
934,23,female,2,own,moderate,NA,3812,15,car,good
935,57,female,1,own,moderate,NA,1154,11,radio/TV,good
936,27,male,2,own,little,little,1657,12,furniture/equipment,good
937,55,female,2,own,little,little,1603,24,radio/TV,good
938,36,male,3,free,little,little,5302,18,car,good
939,57,female,1,free,little,NA,2748,12,education,good
940,32,male,1,own,little,NA,1231,10,car,good
941,37,male,2,own,little,moderate,802,15,radio/TV,bad
942,36,male,2,own,NA,NA,6304,36,business,good
943,38,female,2,own,little,NA,1533,24,radio/TV,good
944,45,male,3,own,little,little,8978,14,car,bad
945,25,male,2,own,NA,NA,999,24,radio/TV,good
946,32,male,2,own,NA,NA,2662,18,car,good
947,37,female,2,rent,quite rich,NA,1402,12,furniture/equipment,good
948,36,male,3,free,NA,moderate,12169,48,car,good
949,28,male,2,own,little,moderate,3060,48,radio/TV,bad
950,34,male,1,own,little,little,11998,30,repairs,bad
951,32,male,2,own,little,NA,2697,9,radio/TV,good
952,26,female,2,own,little,NA,2404,18,radio/TV,good
953,49,male,1,own,NA,little,1262,12,furniture/equipment,good
954,32,female,2,own,little,NA,4611,6,furniture/equipment,bad
955,29,male,3,rent,moderate,NA,1901,24,radio/TV,good
956,23,male,2,rent,rich,NA,3368,15,car,good
957,50,male,2,own,little,NA,1574,12,furniture/equipment,good
958,49,male,1,own,NA,rich,1445,18,radio/TV,good
959,63,male,2,own,NA,NA,1520,15,furniture/equipment,good
960,37,male,2,own,moderate,moderate,3878,24,car,good
961,35,female,1,own,little,little,10722,47,car,good
962,26,male,2,own,little,little,4788,48,car,good
963,31,male,3,free,moderate,moderate,7582,48,vacation/others,good
964,49,female,2,own,little,moderate,1092,12,radio/TV,good
965,48,male,2,own,little,little,1024,24,radio/TV,bad
966,26,male,2,own,little,NA,1076,12,business,good
967,28,male,3,rent,little,moderate,9398,36,car,bad
968,44,female,3,free,little,little,6419,24,car,good
969,56,male,2,free,little,rich,4796,42,car,good
970,46,male,3,own,NA,NA,7629,48,business,good
971,26,female,2,own,little,moderate,9960,48,furniture/equipment,bad
972,20,female,2,rent,NA,NA,4675,12,car,good
973,45,male,1,own,NA,NA,1287,10,car,good
974,43,male,2,own,little,NA,2515,18,furniture/equipment,good
975,32,male,2,own,rich,moderate,2745,21,furniture/equipment,good
976,54,female,0,own,little,NA,672,6,car,good
977,42,female,2,own,little,moderate,3804,36,radio/TV,bad
978,37,male,1,own,NA,rich,1344,24,car,bad
979,49,male,2,own,little,little,1038,10,car,good
980,44,male,2,free,quite rich,NA,10127,48,car,bad
981,33,male,2,own,rich,NA,1543,6,furniture/equipment,good
982,24,female,1,rent,NA,NA,4811,30,car,good
983,33,male,1,own,moderate,little,727,12,radio/TV,bad
984,24,female,2,own,little,moderate,1237,8,furniture/equipment,bad
985,22,male,1,rent,little,moderate,276,9,car,good
986,40,male,0,free,NA,moderate,5381,48,vacation/others,good
987,25,male,2,own,moderate,NA,5511,24,furniture/equipment,good
988,26,female,2,own,little,rich,3749,24,furniture/equipment,good
989,25,male,1,own,little,moderate,685,12,car,bad
990,29,male,1,own,NA,rich,1494,4,car,good
991,31,male,2,own,little,little,2746,36,furniture/equipment,bad
992,38,male,1,own,little,little,708,12,furniture/equipment,good
993,48,female,1,own,NA,moderate,4351,24,furniture/equipment,good
994,32,male,2,own,little,NA,701,12,education,good
995,27,female,1,own,little,little,3643,15,furniture/equipment,good
996,28,male,3,own,little,moderate,4249,30,car,bad
997,32,male,2,own,little,little,1938,24,radio/TV,bad
998,34,male,3,free,little,little,2910,24,car,good
999,28,male,2,own,rich,little,2659,18,furniture/equipment,good
1000,36,female,2,own,little,NA,1028,18,car,good
1001,39,male,1,own,little,little,3398,8,car,good
1002,49,male,2,rent,NA,NA,5801,12,furniture/equipment,good
1003,34,female,2,own,rich,NA,1525,24,car,good
1004,31,male,2,own,little,rich,4473,36,radio/TV,good
1005,28,male,2,own,little,moderate,1068,6,radio/TV,good
1006,75,male,3,free,little,little,6615,24,car,good
1007,30,female,2,own,moderate,NA,1864,18,education,bad
1008,24,female,3,own,moderate,moderate,7408,60,car,bad
1009,24,female,1,rent,moderate,NA,11590,48,car,bad
1010,23,male,2,rent,little,little,4110,24,furniture/equipment,bad
1011,44,male,3,rent,little,little,3384,6,furniture/equipment,bad
1012,23,female,1,own,little,moderate,2101,13,radio/TV,good
1013,24,female,2,rent,NA,little,1275,15,domestic appliances,bad
1014,28,male,2,own,little,little,4169,24,furniture/equipment,good
1015,31,male,1,own,little,moderate,1521,10,furniture/equipment,good
